nga|LNKR
entoy|NN
dagos|MDFR
gumukon|VB
pag-ugay|VB
binutangan|MDFR
suntok|VB
braso|NN
paglinuob-luob|VB
pagdyinab-dyab|VB
nakikipagbuksingay|VB
inungayan|VB
ginhugot|VB
musil-pusil|NN
nagpakatiru-tikwadol|VB
tipaatras|MDFR
nahikakaptan|MDFR
tinamaan|VB
natitingyay|VB
nagtininghakon|VB
gul-an|MDFR
paghinikaginhawa|VB
itututdo|VB
pumusil|VB
siguraduha|VB
pagpabuto|VB
makabulos|VB
mamortalan|VB
ig-a|VB
right|FW
between|FW
the|FW
eyes|FW
gintitinutduan|VB
kamakiaawayon|MDFR
bakasyon|NN
sumbong|VB
nganakon|IJTN
kamasunlog|MDFR
iito|IJTN
luis|NN
bagaka|DT
mag-inimbestigar|VB
hadton…|IJTN
an…|DT
ngabata|IJTN
tibulos|VB
asahan|VB
tiasa|VB
elementary|MDFR
gradwit|MDFR
urueskrima|VB
klasi|NN
makagsagbang|VB
maiba|VB
hitabo|VB
ikinaaawod|MDFR
ikaaawod|MDFR
idolo|NN
supo|MDFR
kamaisog|MDFR
manibo|VB
ribok|MDFR
sugad-sugad|DT
naisip|VB
five|FW
three|FW
hundrid|FW
sixty-five|FW
times|FW
sixty|FW
iginhinagidhid|VB
pagtinayms|FW
makakakuha|VB
umentra|VB
katalawan|MDFR
sumupo|VB
gintinutok|VB
paurok-urok|VB
pagmingaw|VB
karasikas|VB
say|FW
nakagis|VB
pangita|NN
naghayskul|MDFR
buloker|MDFR
grimater|MDFR
sentido|NN
pakagawas|VB
ginkinarawat|VB
iginpaayad|VB
hadton|IJTN
pakagkalit|VB
hus|IJTN
inaano|IJTN
nagbibinasul|VB
paghiukoy|VB
nahimangno|VB
naniid|VB
nagdali-dali|VB
pagpahugpoy|VB
minasus-an|MDFR
ginkikinantahan|VB
paglibang|VB
hirigutan|MDFR
gintola|VB
paghinagurot|VB
sapayan|IJTN
okasyon|NN
pagkalubong|VB
ginpaukad|VB
agwantahi|VB
pagbilib|VB
six|FW
wais|MDFR
eto|PSTN
hundred|FW
kamadali|MDFR
sien|NMBR
nobenta|NMBR
diyas|FW
master|FW
gin-sinuma-kumlawdihan|MDFR
paghi-goodbye|VB
samsam|VB
kaluto|VB
igpapakiana|VB
batia|VB
nag-aalang|MDFR
pagpapakita|VB
molto|NN
pagtitikang|VB
kapriso|VB
hinpatungdaan|VB
nahibabaruan|VB
gin-challenge|VB
pinakamakarit|MDFR
parag-eskrima|MDFR
paghihigawas|VB
prisohan|NN
pakamatay|VB
humangaw|VB
paghahagkot|MDFR
pababalikon|VB
pagkasiring|VB
masaliwan|VB
paghigda|VB
huhuliron|VB
ukaron|VB
gintima|VB
nagpiling-piling|VB
guol|MDFR
nanira|VB
kabablayan|NN
hindudunggan|VB
nagrarapu-rapu|VB
binalhag|VB
higlalabaan|MDFR
goodbye|FW
hiaantaw|VB
munti|MDFR
ligas|NN
away|NN
lumapos|VB
umutod|VB
liog|NN
samaran|VB
panhimulos|VB
iniimadyin|VB
ninja|FW
sine|NN
hikit-an|VB
gin-uupod|VB
tigkadto|MDFR
baboy|NN
utanon|NN
gikan|VB
nagbubuhi|VB
dit|PSTN
post|FW
office|FW
alawans|FW
priso|MDFR
nahuhunahuna|VB
kaharangdon|MDFR
sikil|NN
inihap|VB
paglimbong|VB
pagkalit|VB
inaatrasan|VB
magraugdaug|MDFR
panabang|MDFR
kablasanon|MDFR
gintatalumpigos|VB
paggamita|VB
self|FW
defense|FW
gindudum-itan|VB
mahangrit|MDFR
ginduduroy|MDFR
hingangadtoan|NN
pagdaug|VB
ikinapriso|MDFR
pag-eskrima|VB
suruholan|MDFR
pamatay|VB
naatpan|VB
yero|NN
nabungbungan|VB
nakagbisita|VB
tago|MDFR
manginsayod|VB
pakagpakiana|VB
nagkaabot|VB
kapatoran|NN
kapadihan|NN
manhindara|VB
nagbubugiot|VB
nag-inirignom|VB
pangaraonan|NN
nagbibinida|VB
nahimumutnga|PSTN
boss|FW
kontrabida|MDFR
kaaringasa|MDFR
pagkinaranta|VB
paghinarahara|VB
karukayakan|VB
nadalunot|VB
pagtinagay-tagay|VB
ayaton|VB
pass|FW
nagpakabati|VB
nahinay|VB
nagliliningi-lingi|VB
paghuruhudlomay|MDFR
taklos|NN
tambong|NN
nasunod|VB
natapak|VB
nahangaw|VB
nag-una|VB
pumatay|VVB
uungayan|VB
eskrimahay|VB
graduate|FW
paraptayay|VB
hinngangadtuan|NN
speech|FW
nagubat|VB
corrupt|FW
sinusuholan|MDFR
pakalit|MDFR
atubangay|VB
salsalon|VB
sinuksok|VB
nagsagdon|VB
pagkalagyo|VB
tidalagan|VB
daplin|NN
higagawas|VB
pinanngaranan|VB
big|FW
shot|FW
pamunuan|NN
masusugo|MDFR
pag-ataman|VB
kalipungan|MDFR
gin-inulit-ulit|MDFR
paggubata|VB
pag-ihurugot|VB
nahitataklos|MDFR
kahipiriti|MDFR
pagpusil|VB
rebolber|FW
armas|NN
ginpagamit|MDFR
awtoridad|NN
asset|FW
pagtiktik|VB
kriminal|NN
nagbungkas|VB
irignom|VB
nahibilin|VB
nagtinag-usa-usa|VB
ginsisinumatan|VB
nagsirom|MDFR
ginsindihan|VB
natangka|VB
gin-irignoman|MDFR
natutura|MDFR
hubog-hubog|MDFR
pagtinagay|VB
gintagayan|VB
pag-adman|VB
secret|FW
agent|FW
license|FW
kill|FW
manghak|VB
inaalpan|MDFR
pagbasol|VB
pagtimangno|VB
nahingatawa|VB
nag-inakturon|VB
kahubog|VB
pahahadkon|VB
itinigbaw|VB
idinuko|VB
pagpaharok|VB
pakiugayi|VB
hingaturog|VB
mahawhawan|VB
dadaop|VB
tatawagon|VB
pagbuotan|VB
sugot|VB
maghihikaraot|VB
mabubuhat|VB
katutdoi|VB
gintutdo|VB
pag-inadman|VB
danaw|NN
genuine|FW
smuggle|FW
gamita|VB
pagkablit|VB
sinusugad|VB
matiaw-tiaw|VB
igintutok|mMDFR
pagbuto|VB
nakupkop|VB
nagkikinurahab|VB
hidudunggi|MDFR
panimungol|MDFR
pagkasandig|VB
lingkoran|NN
disgrasya|NN
lokal/|NN
november|FW
2012/|NMBR
ailene|NN
refuerzo|FW
papanginanuon|VB
pinag-usa|VB
food|FW
drug|FW
administation|FW
fda|NN
department|FW
of|FW
trade|FW
industry|FW
dti|NN
mulayan|NN
ginbabaligya|VB
magkaduru-dilain|MDFR
establisyemento|NN
eugenia|FW
castillote|FW
oic|FW
supervisor|FW
kinada|VB
masiguro|VB
talwas|VB
ig-regalo|VB
kapaskuhan|NN
nagtitikaapiki|MDFR
monitoring|FW
attention|FW
guinsumat|VB
papanginauon|VB
labeling|FW
dapat|IJTN
gamiti|VB
pintar|NN
makahilo|VB
ginsasagdonan|VB
manmaralit|NN
basahon|VB
tatak|NN
lungga|NN
hagkot|MDFR
kaumagahon|MDFR
toktogaok|VB
papanhimutang|MDFR
hinabo|VB
nanumdun|VB
marata|VB
barong|NN
nakikihuron|VB
glass|FW
nagkakabug-ong|VB
tatabunan|VB
tutolo|NMBR
kalalakinan|NN
makamata|VB
diamante|NN
pagkataktak|VB
arin|IJTN
ngisi|VB
pagka-aga|NN
ireskwela|VB
mag-i-inurugyag|VB
mayor-mayor|NN
kabugtu-an|NN
kakalabanon|VB
hagbubu|MDFR
nanumdum|VB
masasamad|VB
kuligi|NN
matawag|VB
mapansin|VB
bitu-on|NN
nagtitikawara|MDFR
naagum|VB
balbag|NN
pagsakit|MDFR
manga|NN
pagpuyo|VB
hinagurong|VB
hata-as|MDFR
haranat|NN
u-unanhon|NGT
makahunahuna|VB
sulosyon|MDFR
magmamata|VB
mapaki-ana|VB
ayos|IJTN
ghap|IJTN
alkansiyahan|NN
sinsilyo|MDFR
tiniruk|VB
sampit|VB
abaka|NN
hadki|VB
magkamay|DT
kabubuwason|NN
tagsa-tagsa|MDFR
inintindi|VB
nakakaistorya|VB
nanunumdum|VB
pagtangis|VB
nahinuha|VB
hon|FW
laktaw|VB
papa|NN
oho|IJTN
mamulay|VB
nau-urhi|MDFR
nakangisi|VB
matagampatan|VB
tipa|DT
kaganak|NN
lalake|NN
elsa|NN
mary|NN
pagkatok|VB
yiyinakan|VB
hangkupan|VB
gimagugurangi|MDFR
hunahuna-an|VB
birthday|FW
sakripisyo|MDFR
kundiri|DT
makakatrabaho|MDFR
magkakaasawa|VB
uncle|FW
shin|FW
ina|NN
tipahalapit|MDFR
wave|FW
ugayon|VB
nakakabisita|VB
segundo|NN
tumuro|VB
pahid|VB
kapansin|VB
pagabot|VB
huminga|VB
a-anhi|DT
pagpapasalamat|VB
hinduro|IJTN
mimingaw|VB
okey|IJTN
kadamo-damo|MDFR
sana|IJTN
nabalus|VB
namun|PNN
hmmmp|IJTN
kailangan|IJTN
solusyon|MDFR
habang|IJTN
nagtitinangos|VB
mahimu|VB
magtangis|VB
nagaaragtubangay|VB
kakairistorya|VB
frustrated|FW
pakuri|NN
makakalakat|VB
yiynakan|VB
tapo|VB
duma-op|VB
auntie|FW
nasusubo|MDFR
nangita|VB
basa|VB
loving|FW
memory|FW
our|FW
beloved|FW
sister|FW
alvarez|NN
august|FW
1983-|NMBR
october|FW
death|FW
anniversary|FW
magkaka|DT
yehey|IJTN
nagkirigta-ay|VB
nagtinawa|VB
yawitan|VB
guma-an|MDFR
hangkopan|VB
makaka|DT
balyu|VB
kuri-an|MDFR
kamatu-uran|MDFR
baraka|IJTN
15th|NMBR
kapas|MDFR
hataasay|MDFR
habubu|MDFR
kahagkot|MDFR
umagahon|MDFR
oktubre|NN
resolusyon|NN
balikun|VB
doktor|NN
magpa|DT
opera|NN
gugustohun|VB
magpakamatay|VB
kaysa|DT
gastuhon|VB
habilin|NN
bantayi|VB
kikinita-an|VB
pagbasulan|VB
importanti|MDFR
safe|FW
nabalyu-an|VB
ka-lamrag|MDFR
tu-tulo|NMBR
nagtitikaharayo|MDFR
kalamragan|MDFR
napunu|VB
karagtatawa|VB
kunharayo|IJTN
pahuway|VB
hinumduma|VB
test|FW
faith|FW
pagpruyba|VB
pagtu-o|VB
lyndel_lauron|NN
joy|FW
nakakaupay|MDFR
makahatag|VB
karl|NN
menninger|VB
hinahagkot|MDFR
wes|FW
anderson|FW
midya|MDFR
marso|NN
nueve|FW
sientos|FW
nubentay|NMBR
maloko|VB
trentay|FW
ministro|NN
carmichael|FW
sacramento|NN
california|FW
nakahuman|VB
pakigtitirok|VB
pastor|NN
kongregasyon|MDFR
nagbusa|VB
pakigkita|VB
nag-aaram|VB
pagka-abugado|MDFR
umabat|VB
siyento|NMBR
aksiptar|VB
tiuli|VB
kongregante|NN
dorothy|FW
hearts|FW
idad|MDFR
sitentay|NMBR
preso|MDFR
nakahinga|VB
pakabaro|VB
nasakitan|VB
bubungguun|VB
tuu|IJTN
tagiliran|NN
natamaan|MDFR
naitsa|VB
natumba|VB
semento|NN
nasakit|VB
ambulansya|NN
university|NN
davis|FW
medical|FW
center|FW
nagduhol|VB
permiso|MDFR
maooperahan|VB
utdon|VB
nakaabat|VB
nakaptan|VB
nakapilo|VB
tuud|NN
kautod|VB
nasumat|VB
pa—in|DT
papakurian|VB
natigda|MDFR
pagkiwa|VB
mahapdos|VB
maulul|MDFR
james|FW
allen|FW
napier|FW
basulon|VB
nagdradrive|VB
maprepreso|VB
namumurublema|VB
operasayon|NN
ulat|NN
nautud|VB
naporma|VB
kumuroo|VB
patas|MDFR
reklamu|NN
cook|FW
church|FW
sylvan|FW
oaks|FW
mahigugma|VB
talaga|IJTN
makalilisang|MDFR
panumdum|NN
nakabulig|VB
karawaton|VB
nakaisip|VB
padig-unon|VB
pagtuo|NN
planu|VB
ciring|VB
cidngon|VB
nawaray|VB
reporter|NN
bee|NN
simpli|MDFR
pagbalita|VB
napa|DT
malay|NN
virginia|FW
bruegger|FW
dyaryo|NN
disi|DT
kamalasan|NN
naandar|VB
abuti|VB
nag-aram|VB
halos|IJTN
diskanso|VB
diploma|NN
behavioral|FW
diidto|PSTN
eksamin|FW
kulangan|VB
steven|FW
naidad|VB
disisais|NMBR
nagkasakit|VB
nagdadagmit|MDFR
nasingadto|VB
isip|NN
makatrabaho|VB
nabasa|VB
unahan|VB
nautdan|VB
aksidente|NN
awto|NN
dios|NN
napansin|VB
kowts|FW
mag-ukoy|VB
ispirituhanun|MDFR
nakikigpag|DT
storya|VB
relihiyoso|MDFR
bushton|FW
pagdiborsyo|VB
bagan|IJTN
pagsimba|VB
dina|DT
pag-aga|VB
makigkita|VB
paso|MDFR
mainggat|MDFR
asta|IJTN
naawud—nagpawa|DT
kahimu|NN
pasalamatan|VB
yaraknon|MDFR
sisidingun|MDFR
dinode-|DT
dosena|NMBR
nagtitimpok|VB
istanti|NN
nakadukot|VB
ngaha|IJTN
nagdamu|VB
eskina|NN
nagbasa|VB
ipasabot|VB
aagian|VB
nag-agi|VB
nauubos|VB
naghunahuna|VB
paghuma-huna|VB
egbalik|VB
istudyuhan|VB
makaabat|VB
durudaku|MDFR
nangadto|VB
iginduhol|VB
maglamano|VB
nakiglamano|VB
budlot|MDFR
anai|IJTN
toyu-a|mdfr
tinuyo|mdfr
kasamad|VB
kaguul|MDFR
pataraw-an|MDFR
nagpadara|VB
duwa|NMBR
kumpara|DT
istoryahan|VB
tiarabot|VB
therapy|NN
paki-istoryahan|VB
bunyugan|VB
ginpapadad-an|VB
pagduha|VB
aksidenti|NN
sasabtan|VB
pag-inistoryahon|VB
surprisa|NN
ngungurog|VB
anhi|PSTN
tidaup|VB
letra|NN
kurti|NN
pagluha|VB
madig-un|VB
puthaw|NN
dose-dosena|NMBR
ribbon|FW
namiyuus|MDFR
alagid-agid|MDFR
elementarya|MDFR
pitik-pitik|VB
nagkinampayun|VB
aderson|FW
nakagluha|VB
nagkirigta|VB
pagkaalagid-agid|MDFR
magti-ayun|MDFR
subra|MDFR
kwarenta|NMBR
padaku|MDFR
methodist|FW
nag-intrimis|VB
bumulos|VB
malabad|VB
ginhuman|VB
pagbatunes|VB
natutumba|VB
tipatalikod|VB
umontog|VB
kaduro|MDFR
kaulul|VB
hahambog|MDFR
iuya|IJTN
kaligaringun|NN
paglulugaring|VB
pagduda|VB
kagul-anan|NN
pagpakiana|VB
naayun|VB
kalooy|VB
sidngun|VB
hollywood|FW
important|FW
sukob|VB
mabati-an|VB
woods|FW
national|FW
monument|FW
nahimu|VB
sayup|MDFR
pagbulag|VB
makahimu|VB
nauuna|VB
nalalainan|MDFR
karisyuhan|NN
ginhimu|VB
ilarum|PSTN
bituun|NN
nakapuno|MDFR
lumingkud|VB
fireworks|FW
display|FW
virgin|FW
pasaylu-a|VB
okay|FW
kagawas-gawas|MDFR
emportante|MDFR
kamag|DT
maguba|VB
diri…|IJTN
virgina|FW
pumahirayu…|VB
mabaruan|VB
pagbabantayan|VB
padayun|VB
namati|VB
higugmaun|MDFR
manipis|MDFR
emosyon|NN
higumaun|MDFR
pinakauna|MDFR
nagharukay|VB
nagbulig|VB
pag-iskedyul|VB
pagsirang|MDFR
kapulsanan|mdfr
banwa|NN
artipisyal|MDFR
bitiis|NN
panimbang|VB
kasinahun|NN
pagkabigo|VB
pagruhaduha|VB
humangad|VB
magruhaduha|VB
nakakaabat|VB
naaawod|VB
nahuhulog|VB
mabuhat|MDFR
makurokusog|MDFR
binte|NMBR
siyete|NMBR
gown|NN
napuno|VB
presentasyon|NN
mahulog|VB
tumindog|VB
nagkakaputay|VB
naglalakaton|VB
nakaabot|VB
unbreakable|FW
tingag|MDFR
agila|NN
matinambuligon|MDFR
panawagan|VB
nag-aayat|VB
prinsipe|NN
mapangasawa|NN
interesado|NN
nangabayo|VB
direksiyon|NN
kahibalik|VB
pagkamatinambuligon|VB
ginsasaaran|VB
sunoga|VB
pagkinahanglan|VB
kapatagan|MDFR
nakakulob|MDFR
nakakalupad|VB
ginhilot|VB
makakalupad|VB
ginkuhaan|VB
kaburot-on|NN
maharani|VB
magikan|VB
pangangabayo|VB
nagsusubaybay|VB
kabayotan|NN
nahiagian|VB
nagpupulupuko|VB
binabasaran|NN
ngirit|MDRF
magkinahanglan|VB
tubora|VB
pangabayo|VB
nahiabotan|VB
pag-anunsiyo|VB
ginpruybahan|VB
tampalasan|MDFR
mangangabayo|VB
napakyas|VB
tutugotan|VB
madara|VB
papupugotan|VB
iginsasaad|VB
pamulong|VB
iginluwas|VB
nagpapakiana|VB
nagpakadto|VB
sunugon|VB
gintuman|VB
banga|MDFR
masaksihan|VB
pagpugot|VB
entablado|NN
namulagdat|MDFR
matauhan|VB
tutumanon|VB
pagpakasal|VB
makakuha|VB
kondisyon|MDRF
pumakadto|VB
tudlok|VB
naka-andam|MDRF
nagkaproblema|VB
ginsunog|VB
nagka-abot|VB
manginano|VB
pagliwan|VB
likod|VB
kahipausa|VB
nahikit-an|VB
napapas|VB
katapos-taposan|VB
igpakasal|VB
pagsalpak|VB
naliwnan|VB
sumusunod|VB
trono|NN
mahihitabo|VB
balete|NN
maul-ol|MDFR
mahinumduman|VB
paglupad|VB
sumangpit|VB
pinakahalarom|MDFR
nakaka-istorya|VB
makakadtuan|VB
ginugul-an|VB
tututduan|VB
tutdo|MDFR
igbibilin|VB
nakalingkod|VB
sinama|VB
kikiwa|VB
ginlabtan|VB
maagahon|MDFR
bisperas|MDFR
Dodong|NN
Imelda|NN
alarm|NN
clock|NN
nagsasampit|VB
ginbubutang|VB
panaderya|NN
atubang|MDFR
ipamahaw|VB
sasawsaw|VB
tsokolate|NN
kadalanan|VB
nan-ngangaturog|VB
titarabok|VB
pakakakita|VB
tumubo|VB
Capiz|NN
pagtan-aw|VB
tinatago|VB
mahangin-hangin|MDFR
ginduduyog|VB
tikaruba|VB
atup|NN
tikarumpag|VB
andanas|MDFR
baraligyaan|VB
pasagdan|VB
madunot|MDFR
paukyan|VB
pinarte-parte|VB
tinapuran|MDFR
pagsiplat|VB
nag-aalog|VB
bomba|NN
tinabok|VB
dalaganon|VB
metro|MDFR
aragian|NN
nakasanayan|VB
masina|MDFR
Dong|NN
maniningba|VB
mapasyada|VB
Mall|NN
Jollibe|NN
iginbilin|VB
ginikanan|VB
nagdagkot|VB
naglalaray|VB
manogbanog|NN
tipa-uli|VB
regalohan|VB
ginhihinimo|VB
igpapalupad|VB
langaw|NN
pagtinawaan|VB
kamamulay|VB
young|FW
nagtitinawa|VB
nagpapara|VB
dyip|NN
magpakabuhi|VB
kamanokan|NN
napa-usa|VB
ginsasarusaruan|VB
iro-irognom|VB
pagkaranta|VB
karaoke|NN
nagtitikaharani|VB
balyuan|VB
ginsablay|VB
pagkahimo|VB
ginamit|VB
pagkoral|VB
taramnan|MDFR
lote|NN
nag-aataman|NN
tanom|NN
iginbabaligya|VB
kaharani|MDFR
nakakakurukwartahay|VB
halin|VB
idaran|MDFR
garastohan|MDFR
nagnginginurutob|MDFR
nakakabulig-buligay|VB
dinamo|MDFR
panmukad|MDFR
sunflowers|NN
igintanom|VB
koral|NN
gintanom|VB
bokasyonal|NN
nadudungog|MDFR
nauurit|MDFR
gintatanom|VB
nim|DT
dugangan|VB
masurong|MDFR
pagkinaragi|VB
taranuman|MDFR
pamukad|MDFR
gwagwardiya|VB
napasaringsing|VB
nahiyom|VB
disenyohan|VB
sunflower|FW
smiley|FW
gunting|NN
pirde|MDFR
hulagtob|MDFR
tarong|NN
paghiyom|VB
higlaba|MDFR
panhunahunaon|VB
ginhatak|VB
ginpapangita|VB
mapapalupad|VB
nagdayaw|VB
nadugangan|VB
ginpalupad|VB
basketbolan|MDFR
subdibisyon|NN
popoy|NN
kinagat|VB
linupad|VB
madig-on|MDFR
humataas|VB
masirumsirom|MDFR
nagtitikahuman|VB
karisyohan|VB
nag-iirignom|VB
nangamin|VB
kasaro|MDFR
panihapon|VB
kaapoyan|NN
ibaradlis|NN
nahinunumdom|VB
nagkasaro-saro|VB
Magda|NN
sori|NN
ginsisante|VB
masusudlan|VB
gindugangan|VB
nahi-ara|VB
manhunahuna|VB
napupugngan|VB
ginbabati|VB
pagtalikod|VB
sinupo|MDFR
hiyom|VB
namusurot|MDFR
pagkit-on|VB
magkaiba|VB
pahinumdumon|VB
magpapalista|VB
iskwelahan|NN
pagkabuwas|VB
nagsaro|VB
high|FW
school|NN
kaguol|VB
nasangpit|VB
huringay|VB
tinalikod|VB
hinsabtan|VB
pinahuway|VB
hinbati-an|VB
naghinayhinay|VB
ulunan|NN
makakagi-os|VB
ngangarat|VB
magmata|VB
nakakakiwa|VB
pakahibaro|VB
binunok|MDFR
nakalakat|VB
trabahuan|MDFR
nagpipinanlaba|VB
igbumba|VB
pag-alog|VB
ikakarigo|VB
nasisina|VB
nabantayan|VB
reaksyon|MDFR
nasukob|MDFR
iginbibilin|VB
kamanghuran|VB
paki-ana|VB
paghaw-as|VB
nanlaya|VB
atake|VB
nagtatago-tago|VB
naduyog|VB
hinbaruan|VB
hikalimtan|VB
pag-ukay|VB
pamurubuot|MDFR
sisiguruon|VB
makarag|VB
nabibilin|VB
mamalahimuon|VB
magpapa-apekto|VB
nagpinanlimpyo|VB
limpyohan|VB
presensya|MDFR
lapis|NN
ginsurat|VB
naadman|VB
gintiniklop|VB
iginhigot|VB
papaluparon|VB
hangyop|VB
mauutod|VB
gintitinawag|VB
magmulay|VB
nagpipinanahi|VB
tinangdo|VB
kumarida|VB
napalupad|VB
tinurosan|VB
kontento|MDFR
gingaod|VB
poste|NN
nakigmulay|VB
linabay|VB
lupadlupad|VB
pagtinawag|VB
ginsigngan|VB
magbantay|VB
ginbinusaan|VB
katurog|VB
masabot|VB
paghigot|VB
makabuhi|VB
paghihigtan|VB
nalangot|VB
kapugngi|VB
ngurutob|MDFR
hihigtan|VB
kadena|NN
ginkwentas|VB
hinapa|VB
bentilador|NN
li-og|NN
maaabat|MDFR
igkadena|VB
nagproyba|MDFR
nangingispeho|MDFR
gindali-dali|VB
pugngan|VB
kahulog|VB
pagtamod|VB
ginkab-it|VB
matugnaw|VB
nagtikahinay|MDFR
nagtitipauli|VB
utod|MDFR
bilngon|VB
nagdadakop|VB
naglilinanat|VB
sumatan|VB
nakalupad|VB
kinukugos|VB
nakalit|VB
kinulba|MDFR
he|DT
haeya|DT
heya|DT
pagsakub|VB
neya|DT
meda|DT
genkit-an|VB
genpakianhan|VB
in-o|NTRG
preo|NN
babataun|VB
gen|DT
kuroskus|VB
bhen|NN
malik|CLTC
gimuliat|VB
dayun|VB
gensumatan|VB
pera|CLTC
tag-eya|NN
nahadluk|VB
ne|DT
bumalhen|VB
kimberly|NN
ma-alas|MDFR
magdinamo|VB
magpinaiha|VB
pag-ayos|VB
mauntat|VB
pamustura|VB
nakag-ahit|VB
nanludgod|VB
buring|NN
pamada|VB
kagagawasan|VB
bumibilib|VB
spooting|FW
blackwater|FW
ma|DT
nahingatook|VB
naikangirisi|VB
gisiya-syahani|VB
nagdalipapanos|VB
magsayop|VB
kaisugon|MDFR
hinabang|VB
po|CLTC
senyasi|VB
magkadiru-dilain|MDFR
ifm|FW
nakikiduyog|VB
aabot|VB
kontaloy|VB
tumapo|VB
kahigrani|MDFR
ka-swerte|NN
celluloid|FW
nakakarapo|VB
i|FW
labidabs|NN
nagpapanarit-sarit|VB
abitapa|IJTN
pupukuon|VB
magpinapiraw|VB
tumawa|VB
intawon|VB
katurugon|NN
pag-eksplekar|VB
ginnenerbyos|VB
makagsiring|VB
nababatasan|NN
deadma|NN
ka-strikto|NN
ka-tuptop|VB
igkalipay|VB
igkasakit|VB
masyado|CLTC
ginsaribuhan|VB
namiminggot|VB
ok|CLTC
langkawag|MDFR
o-oo|IJTN
nagliningkuron|VB
mangaway|VB
akseptaron|VB
nagdudumot|VB
ginpatindog|VB
naniniskig|MDFR
gin-ayos|VB
pan-model|MDFR
ron|NN
sss-sangkay|NN
tono|NN
tag-usa-usahon|VB
hisayuran|VB
nanlingi|VB
ma-drawing|VB
kahibatii|VB
makikigkita|VB
sumiplat|VB
letse|IJTN
kamaoo|NN
nakukukuntento|VB
naghihinikbion|VB
sindo|CJTN
kahibulag|VB
kadaliay|MDFR
tumiskig|VB
manor|NN
sangpat|NN
hanu|NTRG
ota|NN
cho|NN
ragtog-it|MDFR
sakla|VB
onsoy|NN
kumo|MDFR
agod|VB
lindong|VB
gusting|NN
subay|VB
pantiyon|VB
gupong|MDFR
konsoylo|VB
hurob-hurob|VB
derby|NN
pajero|NN
tugbang|VB
salamagan|VB
umurudto|NN
panaghap|NN
kumabad|VB
talintuturo|NN
nagkabuslong|VB
nagkilalaay|VB
ambi|NN
uruambi|NN
kulaos|VB
dedbol|NN
mag-eskrima|VB
pagpinanmenggar|VB
bengar|VB
sunlog|VB
tiaw|NN
ginmuop|VB
kapisuan|NN
kumon|NN
pagkurahab|VB
buyaboy|VB
bahalina|NN
madunong|NN
kalanoy|VB
hinaranting|VB
samarkay|NN
kapin|NN
karuhaan|MDFR
sininggolay|VB
pinsing|NN
unahanin|MDFR
manungdo|VB
eskrima|NN
nakatapang|VB
pagkakatpong|VB
adton|MDFR
nahirasok|VB
sumala|NN
manhilandong|VB
a-asi|IJTN
hna|IJTN
nagkahudlog|VB
mama-an|NN
daawla|CLTC
halapit|NN
jin|NN
ana|NN
guli|NN
maaraam|NN
himon|NN
pantion|FW
baro|NN
tagpis|NN
mahapuhap|NN
ul|IJTN
gadto|MDFR
hs|IJTN
maidangat|VB
burok|NN
kansas|VB
nagtiakang|VB
h|IJTN
matipaunan-o|NTRG
kanauuna|VB
nag-aanu|NTRG
atabang|VB
tinang|NN
muir|MDFR
pagkabawhan|MDFR
intindindi|VB
resolsuyon|NN
ulitawohay|NN
maghugos|VB
dakop-dakopay—pero|VB
guin-pakalma|VB
guin-papabay-an|VB
babariwaray|VB
nano|IJTC
sa|DT
amon|PNN
san|DT
kun|DT
kaarogan|NMBR
segun|VB
eksperyensya|NN
sin|DT
nagkuriot|VB
nagruha-duha|DT
lalaksihon|MDFR
hihinayon|MDFR
paglakaw|VB
nanggirabo|MDFR
nahipatulon|MDFR
sin-o|PNN
man-aram|
badang|NN
tay|NN
gunyong|NN
nay|NN
tinuko|VB
sito|DT
putok|NN
pagdul-ong|VB
selyado|MDFR
nagpuruptok|MDFR
ginhihimoan|VB
poyde|MDFR
nga—diyos|NN
kabugtoan|NN
nakakarawan|VB
tipa-baryo|VB
paghangos-hangos|MDFR
nalalain|MDFR
nagtitigdulot|VB
hinumdoman|NN
komo|DT
san—tubtob|PNN
antes|DT
puruptok|NN
nagtitigdako|MDFR
kinipat|VB
sayo|PNN
palamiraw|MDFR
nagsasaralakot|MDFR
rapa-dapa|NN
dumalagan|VB
olaling|MDFR
kortong|MDFR
tingali|VB
ig-inop|VB
kuno—di|DT
Katsisin-o|PNN
rason|NN
ginbubukod|MDFR
ngirisi|NN
ginlapay|MDFR
kaurogan|NMBR
miyembro|NN
iiba|MDFR
pakigkuntisay|VB
pang-arti|MDFR
motion|FW
matuodsiring|NN
koit|DT
babyngan|DT
balo|VB
naguliatan|MDFR
naato|VB
daku|MDFR
nagkakahahadlok|MDFR
tawu|NN
namimingaw|MDFR
kinabuhingan|NN
kaharok|NN
huan|NN
haroan|NN
ginsulud|VB
ngatan|NMBR
naghulat|VB
maygad|DT
lalaki|NN
nakokontakt|FW
vliff|NN
anak|NN
kAsangkayan|NN
kakaasawa|VB
brotsa|NN
nababaling|VB
hiya|PNN
sinyang|DT
nganhe|PNN
guin-abat|VB
guin-kukulba|MDFR
rebacca|NN
guin-kuha|VB
stathis|FW
pagkaestorya|VB
guin-aabat|NN
masulob-on|MDFR
guin-papakita|MDFR
mailob|MDFR
guin-huhunahuna|NN
guin-aatubang|NN
beck|NN
guin-hihigugma|MDFR
guin-pakita|VB
guin-padara|VB
sapatos|NN
